x,y,label,ood_score,pic_name
14.517406,35.998508,0,0.148332,lll2870.jpg
28.081177,58.36137,0,0.384335,lll13091.jpg
35.770023,39.937103,0,0.209048,lll3010.jpg
-14.192245,47.05117,0,0.563787,lll13.jpg
33.093822,52.626209,0,0.552947,lll2110.jpg
19.665956,34.690601,0,0.054261,lll1833.jpg
-9.491246,46.057785,0,0.21264,lll181.jpg
35.37669,40.095356,0,0.05402,lll3153.jpg
23.727547,34.032703,0,0.05413,lll314.jpg
33.85664,37.561356,0,0.303914,lll2420.jpg
11.756261,37.098125,0,0.07282,lll2190.jpg
0.415553,42.141808,0,0.412895,lll1554.jpg
8.979119,67.56382,0,0.059579,lll2434.jpg
35.131596,39.207272,0,0.053892,lll1552.jpg
7.297188,68.43676,0,0.075685,lll1571.jpg
20.508585,62.746372,0,0.192313,lll1844.jpg
35.901218,48.360725,0,0.074854,lll3070.jpg
21.756239,61.899311,0,0.128109,lll3073.jpg
7.75729,68.124893,0,0.286538,lll3263.jpg
29.820244,56.484535,0,0.117601,lll2830.jpg
33.101891,36.813251,0,0.053776,lll1852.jpg
31.599983,35.618515,0,0.109486,lll240.jpg
13.295233,65.820892,0,0.117449,lll3144.jpg
31.610296,35.976517,0,0.301177,lll3160.jpg
-20.374008,47.452801,0,0.504925,lll1551.jpg
12.619414,65.747482,0,0.062256,lll14.jpg
27.517065,34.131588,0,0.052389,lll1582.jpg
9.619098,67.244728,0,0.139059,lll2864.jpg
20.42557,34.190392,0,0.145079,lll2161.jpg
17.315664,35.101868,0,0.054612,lll3092.jpg
10.605343,66.862694,0,0.123804,lll3044.jpg
-2.407293,43.422829,0,0.284936,lll2111.jpg
2.631988,41.124435,0,0.239297,lll3132.jpg
23.073137,61.234257,0,0.252996,lll1510.jpg
29.37359,57.268307,0,0.093778,lll3052.jpg
1.069076,41.7048,0,0.142265,lll3034.jpg
30.484688,35.262009,0,0.162943,lll3024.jpg
14.215091,36.050812,0,0.100332,lll1891.jpg
7.403419,67.756668,0,0.064652,lll42.jpg
7.807305,38.98053,0,0.166588,lll2160.jpg
7.449709,38.998077,0,0.127714,lll13064.jpg
20.22505,34.684772,0,0.052699,lll83.jpg
31.355774,55.117683,0,0.248741,lll12.jpg
24.485287,60.631668,0,0.366207,lll3291.jpg
36.49192,46.967056,0,0.187823,lll2464.jpg
12.85493,65.486404,0,0.186285,lll2121.jpg
-5.180927,44.670105,0,0.566278,lll1511.jpg
36.24192,40.223431,0,0.070287,lll1881.jpg
14.800225,65.340187,0,0.047447,lll3172.jpg
2.493406,70.681831,0,0.010788,lll2452.jpg
5.874856,39.643188,0,0.163808,lll3032.jpg
-10.942102,46.421825,0,0.585883,lll1513.jpg
6.477289,39.237576,0,0.254906,lll2120.jpg
35.520882,48.896229,0,0.090459,lll2891.jpg
-17.000841,47.400478,0,0.556849,lll13013.jpg
28.546137,57.625095,0,0.041782,lll50.jpg
24.752798,33.905827,0,0.052493,lll1884.jpg
5.416321,39.809891,0,0.154282,lll1820.jpg
32.914551,53.678085,0,0.059614,lll3270.jpg
1.851442,70.51931,0,0.02104,lll2421.jpg
28.794661,57.946461,0,0.0924,lll2480.jpg
7.717674,38.517757,0,0.104895,lll2490.jpg
4.178723,69.864899,0,0.007157,lll3051.jpg
36.508457,43.220249,0,0.424001,lll3184.jpg
36.448223,41.644665,0,0.490737,lll84.jpg
33.909092,37.587875,0,0.452155,lll13012.jpg
21.736877,34.22559,0,0.054883,lll2423.jpg
23.516859,34.047344,0,0.054007,lll154.jpg
6.853727,68.764282,0,0.050057,lll2474.jpg
36.408878,43.866154,0,0.478262,lll303.jpg
8.933822,67.607269,0,0.109558,lll13054.jpg
35.890659,47.061478,0,0.056384,lll3023.jpg
21.736876,62.435425,0,0.099192,lll22.jpg
4.404487,69.79142,0,0.087505,lll1553.jpg
12.554047,36.462227,0,0.247093,lll2450.jpg
4.15632,40.41058,0,0.165146,lll312.jpg
36.352665,45.126766,0,0.176523,lll3210.jpg
35.719135,48.638149,0,0.073196,lll71.jpg
31.657623,55.124733,0,0.070119,lll301.jpg
-14.713035,47.316734,0,0.278827,lll2131.jpg
29.771521,57.03157,0,0.022496,lll2894.jpg
12.432946,36.397827,0,0.552931,lll2113.jpg
1.601799,70.445786,0,0.078018,lll2833.jpg
24.067352,60.876545,0,0.128939,lll1544.jpg
32.942867,36.639614,0,0.604974,lll3281.jpg
-3.353555,43.873608,0,0.317121,lll2482.jpg
11.407083,37.117802,0,0.664542,lll3094.jpg
36.083199,46.386871,0,0.329509,lll60.jpg
32.984524,52.996784,0,0.061248,lll13040.jpg
22.58432,34.130295,0,0.05311,lll1584.jpg
21.494568,62.468044,0,0.084678,lll13022.jpg
14.224207,64.999138,0,0.368153,lll3063.jpg
18.67589,34.940399,0,0.631855,lll3181.jpg
3.836428,40.548763,0,0.379849,lll1812.jpg
33.463024,52.341537,0,0.061712,lll3140.jpg
32.98452,52.996784,0,0.061248,lll3040.jpg
33.822411,51.951431,0,0.087069,lll3252.jpg
36.345161,46.704304,0,0.090751,lll3190.jpg
0.93794,42.011589,0,0.108868,lll2832.jpg
11.387657,37.24128,0,0.073536,lll2481.jpg
22.430296,61.631969,0,0.093398,lll3050.jpg
2.098327,41.593933,0,0.442131,lll1880.jpg
11.693648,66.372635,0,0.03515,lll2171.jpg
36.025547,41.921333,0,0.403542,lll323.jpg
15.566237,64.821114,0,0.045264,lll2811.jpg
11.072867,66.665733,0,0.048399,lll3272.jpg
18.506756,63.618813,0,0.342719,lll13093.jpg
15.003157,64.927475,0,0.020403,lll3220.jpg
32.909039,53.622131,0,0.102092,lll2181.jpg
1.069076,41.7048,0,0.142265,lll13034.jpg
31.016706,35.466705,0,0.053383,lll1593.jpg
36.531925,42.601669,0,0.184455,lll2140.jpg
35.404869,49.039684,0,0.077181,lll3161.jpg
24.751616,34.148724,0,0.157056,lll2862.jpg
-35.231697,41.21851,0,0.65432,lll2142.jpg
17.586657,35.055588,0,0.05448,lll2893.jpg
13.03953,65.916649,0,0.053593,lll2144.jpg
8.936905,38.195332,0,0.109272,lll1591.jpg
7.156891,68.669754,0,0.088776,lll1550.jpg
32.584415,53.221783,0,0.256728,lll3273.jpg
23.019495,61.738476,0,0.130945,lll3111.jpg
34.655052,38.540508,0,0.168443,lll10.jpg
6.88186,39.156586,0,0.173186,lll1883.jpg
-9.740366,45.398987,0,0.392727,lll2411.jpg
18.281912,34.48098,0,0.106624,lll280.jpg
2.76954,70.48307,0,0.045748,lll3133.jpg
3.934534,69.591469,0,0.007274,lll3251.jpg
