x,y,label,ood_score,pic_name
174.602588,162.80858,0,0.148332,lll2870.jpg
-726.900465,16.397312,0,0.384335,lll13091.jpg
-152.967016,-201.239517,0,0.209048,lll3010.jpg
723.364475,-191.184651,0,0.563787,lll13.jpg
-1071.851875,984.569013,0,0.552947,lll2110.jpg
3448.295927,221.355706,0,0.054261,lll1833.jpg
464.252641,259.009375,0,0.21264,lll181.jpg
2929.641393,730.236051,0,0.05402,lll3153.jpg
3301.133331,28.713726,0,0.05413,lll314.jpg
-680.206531,215.744644,0,0.303914,lll2420.jpg
2656.112515,-314.484707,0,0.07282,lll2190.jpg
131.588836,400.783763,0,0.412895,lll1554.jpg
-2767.191072,-3.047196,0,0.059579,lll2434.jpg
3248.935188,307.752094,0,0.053892,lll1552.jpg
-2732.245365,-8.729328,0,0.075685,lll1571.jpg
-2507.419557,-57.433368,0,0.192313,lll1844.jpg
763.576858,561.692241,0,0.074854,lll3070.jpg
-1802.902543,1114.634558,0,0.128109,lll3073.jpg
-2680.289335,34.362219,0,0.286538,lll3263.jpg
-1693.317424,1120.094691,0,0.117601,lll2830.jpg
3305.490073,300.254114,0,0.053776,lll1852.jpg
609.416941,197.040748,0,0.109486,lll240.jpg
-2719.999353,19.052212,0,0.117449,lll3144.jpg
559.671447,470.865194,0,0.301177,lll3160.jpg
163.920567,160.039163,0,0.504925,lll1551.jpg
-2528.915313,-20.044199,0,0.062256,lll14.jpg
3369.481434,188.361452,0,0.052389,lll1582.jpg
-2608.541295,-66.140978,0,0.139059,lll2864.jpg
459.241737,282.000879,0,0.145079,lll2161.jpg
3462.595989,219.809419,0,0.054612,lll3092.jpg
-2717.384601,19.980614,0,0.123804,lll3044.jpg
-1991.675818,-200.687051,0,0.284936,lll2111.jpg
1668.025677,-801.835355,0,0.239297,lll3132.jpg
-1386.415989,856.589749,0,0.252996,lll1510.jpg
432.894683,250.120721,0,0.093778,lll3052.jpg
728.378893,-247.641111,0,0.142265,lll3034.jpg
1016.024938,77.06861,0,0.162943,lll3024.jpg
527.664571,485.045375,0,0.100332,lll1891.jpg
-2693.749343,168.194742,0,0.064652,lll42.jpg
527.175729,-35.302746,0,0.166588,lll2160.jpg
714.997097,-220.579236,0,0.127714,lll13064.jpg
3450.00897,214.361909,0,0.052699,lll83.jpg
-297.287055,35.019088,0,0.248741,lll12.jpg
-780.045556,39.470345,0,0.366207,lll3291.jpg
-1647.642303,216.191229,0,0.187823,lll2464.jpg
-2512.629778,225.554281,0,0.186285,lll2121.jpg
-1644.776879,-171.471521,0,0.566278,lll1511.jpg
-2022.304144,445.577024,0,0.070287,lll1881.jpg
-2419.406732,31.515055,0,0.047447,lll3172.jpg
-2877.289681,390.034884,0,0.010788,lll2452.jpg
1763.682634,-784.11715,0,0.163808,lll3032.jpg
-896.209823,-232.946267,0,0.585883,lll1513.jpg
